Ngay,Nam,Gia_Mua,Gia_Ban,Gia_TrungBinh,Nguon
2022-12-06,2022,51408950.25489847,50897418.41156616,51153184.33323232,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-07,2022,51879657.57471024,51363442.07645442,51621549.82558233,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-08,2022,51799249.052163966,51283833.638709605,51541541.34543679,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-09,2022,51810019.17774217,51294496.59885917,51552257.88830067,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-12,2022,50806696.442924425,50301157.17483563,50553926.80888003,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-13,2022,52045491.272303306,51527625.68750428,51786558.479903795,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-14,2022,51686649.01056152,51172353.99553106,51429501.50304629,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-15,2022,50647927.36245958,50143967.88621621,50395947.6243379,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-16,2022,50969334.23891202,50462176.68429599,50715755.46160401,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-19,2022,51077131.19850978,50568901.03733059,50823016.11792019,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-20,2022,52146882.26185118,51628007.81148451,51887445.036667846,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-21,2022,52212890.97357504,51693359.72010664,51953125.34684084,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-22,2022,51316965.333483376,50806348.76300096,51061657.04824217,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-23,2022,51420221.797533415,50908577.799548015,51164399.79854072,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-27,2022,51873409.123106815,51357255.798498794,51615332.46080281,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-28,2022,51654276.0323139,51140303.13646998,51397289.584391944,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-29,2022,52073889.93602006,51555741.7774527,51814815.856736384,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2022-12-30,2022,52035514.622825235,51517748.30817027,51776631.465497755,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-03,2023,52629719.03451839,52106040.23815503,52367879.636336714,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-04,2023,52791208.52227361,52265922.86533557,52528565.69380459,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-05,2023,52267224.62145212,51747152.73467151,52007188.67806182,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-06,2023,53025669.526373915,52498050.92412144,52761860.22524768,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-09,2023,53233408.48951643,52703722.83290433,52968565.66121038,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-10,2023,53172659.40814695,52643578.22000619,52908118.81407657,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-11,2023,53253347.38423774,52723463.33066324,52988405.35745049,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-12,2023,53835588.35822335,53299910.862121634,53567749.610172495,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-13,2023,54481341.01195751,53939238.11631615,54210289.56413683,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-17,2023,54154022.38579323,53615176.39190474,53884599.38884899,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-18,2023,54058367.147758275,53520472.947283074,53789420.047520675,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-19,2023,54584088.30209621,54040963.04535894,54312525.67372758,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-20,2023,54713204.2878538,54168794.29493984,54440999.29139682,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-23,2023,54733084.15235389,54188476.349842906,54460780.2510984,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-24,2023,54926217.69470512,54379688.16540457,54652952.93005485,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-25,2023,55133548.66383135,54584956.13981313,54859252.40182225,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-26,2023,54789887.72751424,54244714.715300165,54517301.221407205,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-27,2023,54775686.83372415,54230655.12393585,54503170.97883,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-30,2023,54660396.83510418,54116512.28948126,54388454.562292725,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-01-31,2023,54871387.25344414,54325403.30067356,54598395.277058855,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-01,2023,54764646.87113098,54219725.01171675,54492185.94142387,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-02,2023,54426346.92669704,53884791.23588414,54155569.08129059,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-03,2023,52930005.930821024,52403339.20514122,52666672.567981124,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-06,2023,53003414.59531815,52476017.43516574,52739716.01524195,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-07,2023,53250340.509649076,52720486.37522471,52985413.442436896,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-08,2023,53685486.0936704,53151302.152439855,53418394.12305513,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-09,2023,53342600.26892301,52811828.12694368,53077214.197933346,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-10,2023,53177705.478655025,52648574.08085746,52913139.77975625,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-13,2023,52877759.97358895,52351613.108180106,52614686.54088453,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-14,2023,53005114.75798543,52477700.68079155,52741407.71938849,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-15,2023,52450151.64116722,51928259.58503621,52189205.61310172,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-16,2023,52706677.885929234,52182233.329850346,52444455.607889794,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-17,2023,52805844.93025177,52280413.63741345,52543129.28383261,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-21,2023,52693464.51163052,52169151.43191281,52431307.971771665,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-22,2023,52620321.42684907,52096736.13901973,52358528.7829344,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-23,2023,52383413.68334753,51862185.68649831,52122799.68492292,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-24,2023,52195037.5705178,51675683.96285096,51935360.76668438,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-27,2023,52354599.9244458,51833658.63166525,52094129.27805553,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-02-28,2023,52752885.41472339,52227981.082238585,52490433.24848099,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-01,2023,52861975.12943609,52335985.32715315,52598980.228294626,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-02,2023,52674513.83083896,52150389.31510923,52412451.5729741,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-03,2023,53060075.17681366,52532114.2297807,52796094.70329718,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-06,2023,53088211.286613695,52559970.378289185,52824090.83245144,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-07,2023,51979555.26140089,51462345.75631233,51720950.50885662,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-08,2023,51923201.544759795,51406552.77317015,51664877.15896498,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-09,2023,52553853.68025714,52030929.763040654,52292391.7216489,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-10,2023,53425604.19245423,52894006.14078802,53159805.166621126,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-13,2023,54805297.17188202,54259970.83186329,54532634.00187266,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-14,2023,54439747.75350848,53898058.721135266,54168903.237321876,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-15,2023,55022358.29370088,54474872.14152476,54748615.217612825,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-16,2023,54793682.19211664,54248471.424035884,54521076.80807626,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-17,2023,56232254.72552434,55672729.802882314,55952492.26420333,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-20,2023,56524577.09345415,55962143.490534216,56243360.291994184,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-21,2023,55347935.07965341,54797209.35746781,55072572.21856061,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-22,2023,55599258.367185324,55046031.91577055,55322645.14147794,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-23,2023,56796594.84907924,56231454.60182472,56514024.72545198,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-24,2023,56415266.04961608,55853920.11877414,56134593.084195115,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-27,2023,55593591.85051415,55040421.78234984,55317006.816432,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-28,2023,56115283.25121176,55556922.223836526,55836102.737524144,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-29,2023,55936045.256833956,55379467.69208934,55657756.47446165,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-03-30,2023,56316046.05196289,55755687.384779185,56035866.71837104,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-03,2023,56418422.65443966,55857045.31459449,56137733.984517075,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-04,2023,57483098.65702169,56911127.52610605,57197113.09156387,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-05,2023,57458390.33578257,56886665.058809616,57172527.6972961,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-06,2023,57168372.70310839,56599533.173724234,56883952.93841632,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-10,2023,56498815.2890639,55936638.02250605,56217726.65578498,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-11,2023,56952051.01174216,56385363.936998464,56668707.474370316,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-12,2023,57118028.47449969,56549689.88271362,56833859.17860666,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-13,2023,57976570.37421902,57399689.07696311,57688129.72559107,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-17,2023,56747578.38652142,56182925.86526251,56465252.12589197,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-18,2023,57171850.34849993,56602976.21567904,56887413.28208949,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-19,2023,56838890.85906163,56273329.7559864,56556110.30752402,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-20,2023,57136191.38645407,56567672.06917593,56851931.727815,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-24,2023,56624143.26428066,56060718.9531933,56342431.108736984,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-25,2023,56712895.42575594,56148588.008584246,56430741.7171701,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-26,2023,56457579.051818065,55895812.09607859,56176695.57394833,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-04-27,2023,56528773.41305999,55966298.05571611,56247535.73438805,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-01,2023,56356138.648430616,55795381.049938776,56075759.8491847,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-02,2023,57234128.98758736,56664635.166815355,56949382.07720136,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-03,2023,57640445.73917849,57066908.965654336,57353677.35241642,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-04,2023,58179268.571061134,57600370.376324214,57889819.47369268,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-08,2023,57557909.24441918,56985193.72954935,57271551.48698427,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-09,2023,57881062.95364426,57305131.978981145,57593097.46631271,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-10,2023,57731337.60569549,57156896.43548958,57444117.02059254,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-11,2023,57282109.35990236,56712138.122490406,56997123.74119639,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-15,2023,57344149.3883325,56773560.83720482,57058855.112768665,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-16,2023,56498208.170349374,55936036.94477376,56217122.55756157,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-17,2023,56279419.02549798,55719424.8063388,55999421.915918395,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-18,2023,55591803.92680888,55038651.648930185,55315227.787869535,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-22,2023,56083065.84727895,55525025.39108712,55804045.61918304,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-23,2023,56091384.06754429,55533260.84299162,55812322.45526796,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-24,2023,55818378.63712212,55262971.884513944,55540675.260818034,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-25,2023,55258145.23582991,54708312.94492614,54983229.09037803,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-30,2023,55705598.88758499,55151314.32153937,55428456.604562186,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-05-31,2023,55885354.18087724,55329281.00494812,55607317.59291268,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-01,2023,56286587.50221036,55726521.95492469,56006554.728567526,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-05,2023,55741185.93968524,55186547.27361872,55463866.606651984,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-06,2023,55930883.587257065,55374357.38240874,55652620.484832905,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-07,2023,55282078.25691382,54732007.826496765,55007043.041705295,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-08,2023,55888712.17505213,55332605.58624564,55610658.88064889,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-12,2023,55628784.5888125,55075264.344147705,55352024.466480106,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-13,2023,55359708.28265736,54808865.414173216,55084286.84841529,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-14,2023,55676168.56205681,55122176.83507118,55399172.69856399,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-15,2023,55806660.4796386,55251370.32561235,55529015.40262548,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-20,2023,55159276.44798817,54610427.92611764,54884852.187052906,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-21,2023,55061442.52569276,54513567.47568587,54787505.00068932,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-22,2023,54497916.28984561,53955648.466066055,54226782.37795583,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-26,2023,54846299.23119133,54300564.91048296,54573432.07083715,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-27,2023,54546553.92479946,54003802.144453205,54275178.034626335,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-28,2023,54579205.86316317,54036129.18790782,54307667.5255355,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-06-29,2023,54523112.33150904,53980593.80084726,54251853.06617815,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-03,2023,55173477.757405914,54624487.92897402,54898982.84318997,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-05,2023,55229482.92883783,54679935.83501855,54954709.38192819,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-06,2023,54834928.81206687,54289307.62985725,54562118.22096206,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-10,2023,55139938.02948221,54591281.92968637,54865609.97958429,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-11,2023,55437403.32380839,54885787.37033766,55161595.347073026,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-12,2023,56081039.069899924,55523018.78064719,55802028.92527356,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-13,2023,56178913.76216282,55619919.595375136,55899416.67876898,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-17,2023,55901130.86926168,55344900.711358584,55623015.79031014,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-18,2023,56623181.21374243,56059766.475297235,56341473.84451983,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-19,2023,56619793.54212548,56056412.51185558,56338103.02699053,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-20,2023,56396924.635786794,55835761.20657499,56116342.9211809,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-24,2023,56210458.4196254,55651150.375649035,55930804.39763722,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-25,2023,56238295.88763858,55678710.85393074,55958503.37078466,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-26,2023,56457057.69424773,55895295.92614576,56176176.81019675,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-27,2023,55773780.11423486,55218817.128023565,55496298.621129215,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-07-31,2023,56538750.30141302,55976175.67154822,56257462.98648062,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-01,2023,55683709.692601405,55129642.92949095,55406676.31104618,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-02,2023,55718139.26973465,55163729.92376714,55440934.5967509,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-03,2023,55597953.204623275,55044739.73990066,55321346.47226197,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-07,2023,55570835.79822206,55017892.15843876,55294363.97833041,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-08,2023,55323983.09204459,54773495.698093906,55048739.39506925,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-09,2023,55085436.1374505,54537322.345038064,54811379.24124429,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-10,2023,55068275.10869491,54520332.0727875,54794303.59074121,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-14,2023,55132593.33033902,54584010.312126696,54858301.82123286,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-15,2023,55244642.35837606,54694944.42446188,54969793.39141897,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-16,2023,54989874.95003897,54442712.01521272,54716293.48262585,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-17,2023,54447807.32853204,53906038.10138247,54176922.71495726,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-21,2023,54713676.349173166,54169261.659131646,54441469.00415241,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-22,2023,54803261.23087446,54257955.14897521,54530608.189924836,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-23,2023,55558149.50487887,55005332.09687013,55281740.8008745,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-24,2023,55549460.34269397,54996729.394010454,55273094.86835221,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-28,2023,55959073.437270015,55402266.73640166,55680670.08683584,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-29,2023,56736411.718134604,56171870.30800392,56454141.013069265,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-30,2023,56800029.99839124,56234855.57054656,56517442.784468904,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-08-31,2023,56504400.16315039,55942167.32570612,56223283.744428255,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-05,2023,56131224.42387354,55572704.77786485,55851964.60086919,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-06,2023,55906804.36359653,55350517.753013484,55628661.05830501,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-07,2023,55900933.87802015,55344705.68022891,55622819.779124536,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-11,2023,56104979.24540019,55546720.74544596,55825849.99542308,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-12,2023,55812821.90827592,55257470.44650204,55535146.17738898,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-13,2023,55702312.098119885,55148060.23644706,55425186.167283475,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-14,2023,56052575.67476329,55494838.60337262,55773707.139067955,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-18,2023,57034588.07891395,56467079.73982029,56750833.90936712,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-19,2023,57049352.40407028,56481697.1562686,56765524.78016944,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-20,2023,57215196.8000081,56645891.359212,56930544.07961006,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-21,2023,56531856.825260684,55969350.787198395,56250603.80622954,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-25,2023,56617833.533777244,56054472.006077975,56336152.76992761,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-26,2023,56139274.54891442,55580674.802159056,55859974.67553674,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-27,2023,55299837.91818413,54749590.77471962,55024714.34645188,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-09-28,2023,54968914.915098295,54421960.53783364,54695437.72646597,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-02,2023,53970908.82055073,53433884.85218705,53702396.836368896,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-03,2023,53911137.11883678,53374707.893773735,53642922.50630526,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-04,2023,53808022.63008986,53272619.41984022,53540321.02496504,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-05,2023,53663756.82215315,53129789.09257949,53396772.957366325,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-09,2023,54613238.75327535,54069823.442297496,54341531.09778643,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-10,2023,54997916.974777766,54450674.01980486,54724295.49729131,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-11,2023,55460104.1996795,54908262.366846874,55184183.28326319,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-12,2023,55345132.09114023,54794434.2593876,55069783.17526392,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-16,2023,56936987.71421969,56370450.52303343,56653719.118626565,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-17,2023,57054298.24604169,56486593.785882086,56770446.01596189,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-18,2023,58175673.15069383,57596810.73128395,57886241.94098889,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-19,2023,58553508.89252261,57970886.913492545,58262197.90300758,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-23,2023,58884294.723689064,58298381.34335386,58591338.033521466,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-24,2023,58749836.734611854,58165261.24471522,58457548.98966354,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-25,2023,59044572.4083213,58457064.22515392,58750818.316737615,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-26,2023,59242769.627967075,58653289.333161436,58948029.48056426,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-30,2023,59428841.56641668,58837509.80953692,59133175.6879768,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-10-31,2023,59072495.5827519,58484709.55705289,58778602.5699024,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-01,2023,58886852.579148866,58300913.747515544,58593883.16333221,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-02,2023,59149358.524899736,58560807.69380621,58855083.109352976,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-03,2023,59288919.38407253,58698979.8877136,58993949.63589307,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-06,2023,58874132.603694946,58288320.33898157,58581226.47133826,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-07,2023,57993541.22225825,57416491.06084275,57705016.1415505,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-08,2023,57483285.432105705,56911312.44273152,57197298.93741862,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-09,2023,58000173.50230949,57423057.34805766,57711615.42518358,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-10,2023,56996818.07046296,56429685.552348904,56713251.811405934,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-13,2023,57318336.35583616,56748004.65080297,57033170.50331957,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-14,2023,57955455.44564628,57378784.247182146,57667119.846414216,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-15,2023,57893356.84477698,57317303.5428389,57605330.193807945,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-16,2023,58379966.45017987,57799071.261620864,58089518.85590037,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-17,2023,58317085.3457807,57736815.839852534,58026950.59281662,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-20,2023,58111249.45946303,57533028.07180669,57822138.765634865,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-21,2023,58552129.49235214,57969521.2386969,58260825.36552452,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-22,2023,58224249.283107474,57644903.51909646,57934576.40110197,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-24,2023,58806878.7883457,58221735.71582486,58514307.25208528,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-27,2023,59137597.694584005,58549163.8866777,58843380.790630855,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-28,2023,59883581.58966716,59287725.05643664,59585653.3230519,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-29,2023,60125643.32620622,59527378.218482785,59826510.77234451,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
2023-11-30,2023,59910693.65355195,59314567.34854149,59612630.501046725,Yahoo Finance – GC=F × USDVND (VNĐ/lượng)
